ID,Old ID,Name,Start,Stop,Direction,RAST,Subsystem,Subclass,Class,SuperClass
ACIAD_RS04435,ACIAD0962,,948144,948884,-,Nudix-related transcriptional regulator NrtR; NUDIX hydrolase,NAD and NADP cofactor biosynthesis bacterial; NAD and NADP cofactor biosynthesis global,NAD and NADP; NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism
ACIAD_RS04440,ACIAD0963,,949007,950524,-,Nicotinamide phosphoribosyltransferase (EC 2.4.2.12); Nicotinate phosphoribosyltransferase (EC 6.3.4.21),NAD and NADP cofactor biosynthesis bacterial; NAD and NADP cofactor biosynthesis global; NAD and NADP cofactor biosynthesis bacterial; NAD and NADP cofactor biosynthesis global,NAD and NADP; NAD and NADP; NAD and NADP; NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism; Metabolism; Metabolism
ACIAD_RS04445,ACIAD0964,,950541,951422,-,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1),Pentose phosphate pathway; DeNovo Purine Biosynthesis,Central Metabolism; Purines,Energy and Precursor Metabolites Generation; Nucleosides and Nucleotides,Energy; Metabolism
ACIAD_RS04450,ACIAD0965,,951754,953685,+,Serine protease,,,,
ACIAD_RS04455,ACIAD0966,,953779,954372,-,Amino acid transporter; Arginine exporter protein ArgO,ArgOP and related,,Membrane Transport,Membrane Transport
ACIAD_RS04460,ACIAD0967,,954585,955478,+,"Transcriptional regulator ArgP, LysR family",ArgOP and related,,Membrane Transport,Membrane Transport
ACIAD_RS04465,ACIAD0968,,955578,956267,+,"Transcriptional regulator, GntR family",,,,
ACIAD_RS04470,ACIAD0969,,956269,957033,-,"ABC transporter, ATP-binding protein; Iron(III) ABC transporter, ATP-binding protein","ABC transporters, broad classes",ABC transporters,Membrane Transport,Membrane Transport
ACIAD_RS04475,ACIAD0970,,957037,958053,-,"Vitamin B12 ABC transporter (EC 7.6.2.8), permease protein BtuC",Cobalt and cobalamin transport,,Membrane Transport,Membrane Transport
ACIAD_RS04480,ACIAD0971,,958057,959082,-,"ABC transporter substrate-binding protein; Vitamin B12 ABC transporter (EC 7.6.2.8), substrate-binding protein BtuF","ABC transporters, broad classes; Cobalt and cobalamin transport",ABC transporters; ,Membrane Transport; Membrane Transport,Membrane Transport; Membrane Transport
ACIAD_RS04485,ACIAD0973,,959235,961349,+,Ferrichrome-iron receptor; TonB-dependent receptor,Iron acquisition in Vibrio; Iron acquisition in Vibrio,,Iron acquisition and metabolism; Iron acquisition and metabolism,Metabolism; Metabolism
ACIAD_RS04490,ACIAD0974,,961392,961847,-,Acetyltransferase,,,,
ACIAD_RS04495,ACIAD0975,,962614,963069,+,hypothetical protein,,,,
ACIAD_RS04500,ACIAD0977,,963641,964639,+,Oxidoreductase,,,,
ACIAD_RS04505,ACIAD0978,,964806,965492,+,,,,,
ACIAD_RS04510,ACIAD0979,,965539,966486,-,Oxidoreductase,,,,
ACIAD_RS04515,ACIAD0980,,966498,967574,-,Vanillate O-demethylase oxygenase subunit (EC 1.14.13.82),,,,
ACIAD_RS04520,ACIAD0982,,968383,969729,+,,,,,
ACIAD_RS04525,ACIAD0983,,969761,971044,+,,,,,
ACIAD_RS04530,ACIAD0984,,971137,972276,-,FAD-dependent monooxygenase; Uncharacterized oxidoreductase,,,,
ACIAD_RS04535,ACIAD0985,,972542,973354,-,IclR-family transcriptional regulator; Transcriptional regulator IclR family,,,,
ACIAD_RS04540,ACIAD0986,,973629,973934,+,Ferredoxin (EC 1.18.1.3 ),,,,
ACIAD_RS04545,ACIAD0987,,973953,974252,+,hypothetical protein,,,,
ACIAD_RS04550,ACIAD0988,,974270,975322,+,Vanillate O-demethylase oxygenase subunit (EC 1.14.13.82),,,,
ACIAD_RS04555,ACIAD0989,,975334,976098,+,"Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)",Putative oxidase COG2907,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS04560,ACIAD0990,,976109,977044,+,Glyoxalase family protein,,,,
ACIAD_RS04565,ACIAD0991,,977070,978281,+,Ferredoxin reductase,,,,
ACIAD_RS04570,ACIAD0992,,978348,979577,+,Probable glucarate transporter,,,,
ACIAD_RS04575,ACIAD0993,,979608,980132,+,Mannose-6-phosphate isomerase (EC 5.3.1.8); Cupin domain-containing protein,Gycosylglycerates; GDP-fucose to mannose-1P module; Alginate biosynthesis,Stress Response: Osmotic stress; Monosaccharides; Capsule and Slime layer,"Stress Response, Defense and Virulence; Carbohydrates; Cell Envelope, Capsule and Slime layer","Stress Response, Defense, Virulence; Metabolism; Cell Envelope"
ACIAD_RS04580,ACIAD0994,,980197,981033,+,Putative hydrolase,,,,
ACIAD_RS04585,ACIAD0995,,981037,981831,+,"Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)",Putative oxidase COG2907,Fatty acids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS04590,ACIAD0997,,981843,982634,+,aspartate dehydrogenase (EC 1.4.1.21),,,,
ACIAD_RS04595,ACIAD0998,,982648,984114,+,Aldehyde dehydrogenase (EC 1.2.1.3),"Methylglyoxal Metabolism; Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate; Glycerolipid and Glycerophospholipid Metabolism in Bacteria",Central Metabolism; Central Metabolism; Phospholipids,"Energy and Precursor Metabolites Generation; Energy and Precursor Metabolites Generation; Fatty Acids, Lipids, and Isoprenoids",Energy; Energy; Metabolism
ACIAD_RS04600,ACIAD0999,,984177,985817,+,Thiamine pyrophosphate-requiring enzymes,,,,
ACIAD_RS04605,ACIAD1000,,986070,987266,+,hypothetical protein,,,,
ACIAD_RS04610,ACIAD1001,,987410,988753,+,,,,,
ACIAD_RS04615,ACIAD1002,,988750,989241,-,"Acetyltransferase, GNAT family",,,,
ACIAD_RS04620,ACIAD1003,,989420,991558,-,Ferrichrome-iron receptor; TonB-dependent siderophore receptor,Iron acquisition in Vibrio; Siderophore assembly kit,Siderophores,Iron acquisition and metabolism; Iron acquisition and metabolism,Metabolism; Metabolism
ACIAD_RS04625,ACIAD1004,,991635,992780,+,putative membrane protein,,,,
ACIAD_RS04630,ACIAD1005,,992814,993299,-,hypothetical protein; putative membrane protein,,,,
ACIAD_RS04635,ACIAD1006,,993363,994634,-,Uncharacterized MFS-type transporter,,,,
ACIAD_RS04640,ACIAD1007,mqo,994715,996346,-,Malate:quinone oxidoreductase (EC 1.1.5.4); Malate dehydrogenase (quinone) (EC 1.1.5.4),TCA Cycle,Central Metabolism,Energy and Precursor Metabolites Generation,Energy
ACIAD_RS04645,ACIAD1008,betA,996846,998507,-,Choline dehydrogenase (EC 1.1.99.1),Glycine betaine synthesis from choline; Choline uptake and conversion to betaine clusters,Stress Response: Osmotic stress; Stress Response: Osmotic stress,"Stress Response, Defense and Virulence; Stress Response, Defense and Virulence","Stress Response, Defense, Virulence; Stress Response, Defense, Virulence"
ACIAD_RS04650,ACIAD1009,betB,998596,1000068,-,Betaine aldehyde dehydrogenase (EC 1.2.1.8),Glycine betaine synthesis from choline; Choline uptake and conversion to betaine clusters,Stress Response: Osmotic stress; Stress Response: Osmotic stress,"Stress Response, Defense and Virulence; Stress Response, Defense and Virulence","Stress Response, Defense, Virulence; Stress Response, Defense, Virulence"
ACIAD_RS04655,ACIAD1010,betI,1000061,1000687,-,"Transcriptional regulator BetI, TetR family",Glycine betaine synthesis from choline; Choline uptake and conversion to betaine clusters,Stress Response: Osmotic stress; Stress Response: Osmotic stress,"Stress Response, Defense and Virulence; Stress Response, Defense and Virulence","Stress Response, Defense, Virulence; Stress Response, Defense, Virulence"
ACIAD_RS04660,ACIAD1011,,1000935,1002515,+,High-affinity choline uptake protein BetT; BCCT family transporter,Choline uptake and conversion to betaine clusters; Pyruvate formate-lyase cluster with possible role in choline utilization,Stress Response: Osmotic stress; Central Metabolism,"Stress Response, Defense and Virulence; Energy and Precursor Metabolites Generation","Stress Response, Defense, Virulence; Energy"
ACIAD_RS04665,ACIAD1012,,1002681,1004741,+,High-affinity choline uptake protein BetT,Choline uptake and conversion to betaine clusters; Pyruvate formate-lyase cluster with possible role in choline utilization,Stress Response: Osmotic stress; Central Metabolism,"Stress Response, Defense and Virulence; Energy and Precursor Metabolites Generation","Stress Response, Defense, Virulence; Energy"
ACIAD_RS04670,ACIAD1013,,1004754,1005377,+,MarC family integral membrane protein,"Inner membrane proteins of MarC family, not involved in antibiotic resistance",Resistance to antibiotics and toxic compounds,"Stress Response, Defense and Virulence","Stress Response, Defense, Virulence"
ACIAD_RS04675,ACIAD1014,,1005416,1006531,-,"Transcriptional regulator, ArsR family; Transcriptional regulator",,,,
ACIAD_RS04680,ACIAD1015,lipA,1006746,1007777,-,Lipoyl synthase (EC 2.8.1.8),Lipoylation-related cluster; Lipoic acid metabolism,Lipoic acid; Lipoic acid,"Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism
ACIAD_RS04685,ACIAD1017,,1008126,1009088,+,Acetoin dehydrogenase E1 component alpha-subunit (EC 2.3.1.190),"Dehydrogenase complexes; Lipoylated proteins; Acetoin, butanediol metabolism",Central Metabolism; Lipoic acid; Fermentation,"Energy and Precursor Metabolites Generation; Cofactors, Vitamins, Prosthetic Groups; Energy and Precursor Metabolites Generation",Energy; Metabolism; Energy
ACIAD_RS04690,ACIAD1018,,1009104,1010123,+,Acetoin dehydrogenase E1 component beta-subunit (EC 2.3.1.190),"Dehydrogenase complexes; Lipoylated proteins; Acetoin, butanediol metabolism",Central Metabolism; Lipoic acid; Fermentation,"Energy and Precursor Metabolites Generation; Cofactors, Vitamins, Prosthetic Groups; Energy and Precursor Metabolites Generation",Energy; Metabolism; Energy
ACIAD_RS04695,ACIAD1019,,1010125,1011666,+,Dihydrolipoamide acetyltransferase component (E2) of acetoin dehydrogenase complex (EC 2.3.1.12),"Lipoic acid metabolism; Dehydrogenase complexes; Lipoylated proteins; Acetoin, butanediol metabolism",Lipoic acid; Central Metabolism; Lipoic acid; Fermentation,"Cofactors, Vitamins, Prosthetic Groups; Energy and Precursor Metabolites Generation; Cofactors, Vitamins, Prosthetic Groups; Energy and Precursor Metabolites Generation",Metabolism; Energy; Metabolism; Energy
ACIAD_RS04700,ACIAD1020,lpdA,1011677,1013077,+,Dihydrolipoamide dehydrogenase of acetoin dehydrogenase (EC 1.8.1.4); dihydrolipoyl dehydrogenase,"Dehydrogenase complexes; Lipoylated proteins; Acetoin, butanediol metabolism",Central Metabolism; Lipoic acid; Fermentation,"Energy and Precursor Metabolites Generation; Cofactors, Vitamins, Prosthetic Groups; Energy and Precursor Metabolites Generation",Energy; Metabolism; Energy
ACIAD_RS04705,ACIAD1021,,1013152,1014210,+,"2,3-butanediol dehydrogenase, R-alcohol forming, (R)- and (S)-acetoin-specific (EC 1.1.1.4)","Acetoin, butanediol metabolism",Fermentation,Energy and Precursor Metabolites Generation,Energy
ACIAD_RS04710,ACIAD1022,,1014250,1015035,+,"2,3-butanediol dehydrogenase, S-alcohol forming, (S)-acetoin-specific (EC 1.1.1.76)","Acetoin, butanediol metabolism",Fermentation,Energy and Precursor Metabolites Generation,Energy
ACIAD_RS04715,ACIAD1023,,1015324,1015845,+,Acyl-CoA thioesterase; cytosolic long-chain acyl-CoA thioester hydrolase family protein,,,,
ACIAD_RS04720,ACIAD1024,,1015985,1016227,-,hypothetical protein,,,,
ACIAD_RS04725,ACIAD1025,,1016723,1017733,+,"GTP-binding protein; Metal chaperone, involved in Zn homeostasis",,,,
ACIAD_RS04730,ACIAD1026,dctA,1017738,1019009,-,C4-dicarboxylate transport protein,,,,
ACIAD_RS04735,ACIAD1027,,1019216,1019746,+,YaeQ family protein; YaeQ protein,,,,
ACIAD_RS04740,ACIAD1028,,1019796,1020131,+,"Peptidylprolyl isomerase, FKBP-type (EC 5.2.1.8)",,,,
ACIAD_RS04745,ACIAD1029,pgaB,1020509,1022584,+,Biofilm PGA synthesis deacetylase PgaB (EC 3.-),Biofilm Adhesin Biosynthesis,Quorum sensing and biofilm formation,Microbial communities,Cellular Processes
ACIAD_RS04750,ACIAD1030,pgaC,1022597,1023865,+,Biofilm PGA synthesis N-glycosyltransferase PgaC (EC 2.4.-.-),Biofilm Adhesin Biosynthesis,Quorum sensing and biofilm formation,Microbial communities,Cellular Processes
ACIAD_RS04755,ACIAD1031,pgaD,1023889,1024302,+,Biofilm PGA synthesis auxiliary protein PgaD,Biofilm Adhesin Biosynthesis,Quorum sensing and biofilm formation,Microbial communities,Cellular Processes
ACIAD_RS04760,ACIAD1032,,1024484,1025620,+,Acyl transferase; Acyltransferase family protein,,,,
ACIAD_RS04765,ACIAD1033,,1025704,1026279,+,PnuC-like transporter linked to homoserine kinase and OMR; Nicotinamide mononucleotide transporter,PnuC-like transporters,NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups",Metabolism
ACIAD_RS04770,ACIAD1034,,1026279,1026551,+,hypothetical protein,,,,
ACIAD_RS04775,ACIAD1035,,1026610,1027206,+,Putative esterase; Dienelactone hydrolase family protein,,,,
ACIAD_RS04780,ACIAD1036,,1027247,1028542,-,L-Proline/Glycine betaine transporter ProP,"Proline, 4-hydroxyproline uptake and utilization",Proline and 4-hydroxyproline,Amino Acids and Derivatives,Metabolism
ACIAD_RS04785,ACIAD1037,,1028648,1028851,-,hypothetical protein; similar to amino acid transport protein (partial length),,,,
ACIAD_RS04790,ACIAD1038,,1029053,1029904,+,"HAD family hydrolase; Hydrolase, HAD superfamily",,,,
ACIAD_RS04795,ACIAD1039,def,1029904,1030386,+,Peptide deformylase (EC 3.5.1.88),"Translation termination factors, bacterial",Translation,Protein Synthesis,Protein Processing
ACIAD_RS04800,ACIAD1040,,1030547,1031812,+,Glutaminase (EC 3.5.1.2),,,,
ACIAD_RS04805,ACIAD1041,,1031847,1032620,-,"Transcriptional regulator, AraC family",,,,
ACIAD_RS04810,ACIAD1042,,1032782,1033945,+,Fosmidomycin resistance protein,,,,
ACIAD_RS04815,ACIAD1044,,1034335,1034628,+,Cold shock protein of CSP family,Cold shock proteins of CSP family,Stress Response: Heat/cold shock,"Stress Response, Defense and Virulence","Stress Response, Defense, Virulence"
ACIAD_RS04820,ACIAD1045,metH,1034669,1038355,-,5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13); methionine synthase,Acetyl-CoA Pathway Wood-Ljungdahl; S-Adenosyl-L-homocysteine recycling,CO2 fixation; C-1 compound metabolism,Carbohydrates; Carbohydrates,Metabolism; Metabolism
ACIAD_RS04825,ACIAD1047,,1038897,1040423,+,Inorganic phosphate transporter; Low-affinity inorganic phosphate transporter,,,,
ACIAD_RS04830,ACIAD1048,,1040556,1041881,+,D-serine ammonia-lyase (EC 4.3.1.18),Pyruvate Alanine Serine Interconversions,Central Metabolism,Energy and Precursor Metabolites Generation,Energy
ACIAD_RS04835,ACIAD1049,,1041917,1043467,-,hypothetical protein,,,,
ACIAD_RS04840,ACIAD1051,,1043675,1044292,-,Rhomboid family protein,,,,
ACIAD_RS04845,ACIAD1052,nfuA,1044449,1045087,+,[4Fe-4S] cluster carrier protein NfuA,,,,
ACIAD_RS04850,ACIAD1053,,1045245,1047422,+,TonB-dependent siderophore receptor,Siderophore assembly kit,Siderophores,Iron acquisition and metabolism,Metabolism
ACIAD_RS04855,ACIAD1054,,1047677,1049914,+,TonB-dependent receptor,Iron acquisition in Vibrio,,Iron acquisition and metabolism,Metabolism
ACIAD_RS04860,ACIAD1055,,1049980,1050978,-,hypothetical protein,,,,
ACIAD_RS04865,ACIAD1056,,1051254,1051868,+,"Carbonic anhydrase (EC 4.2.1.1); Carbonic anhydrase, beta class (EC 4.2.1.1)",Bacterial cyanide production and tolerance mechanisms; Carbonic anhydrase; Cyanate hydrolysis; Carbonic anhydrase; Cyanate hydrolysis,,"Stress Response, Defense and Virulence; Miscellaneous; Nitrogen Metabolism; Miscellaneous; Nitrogen Metabolism","Stress Response, Defense, Virulence; Miscellaneous; Metabolism; Miscellaneous; Metabolism"
ACIAD_RS04870,ACIAD1057,,1051907,1052527,-,Arylesterase,,,,
ACIAD_RS04875,ACIAD1058,,1052585,1053289,+,"ABC transporter, ATP-binding protein; ABC-type antimicrobial peptide transport system ATPase component","ABC transporters, broad classes; ABC transporters, broad classes",ABC transporters; ABC transporters,Membrane Transport; Membrane Transport,Membrane Transport; Membrane Transport
ACIAD_RS04880,ACIAD1059,,1053286,1055757,+,"ABC transporter, fused permease protein","ABC transporters, broad classes",ABC transporters,Membrane Transport,Membrane Transport
ACIAD_RS04885,ACIAD1060,,1055779,1056609,-,FIG056164: rhomboid family serine protease,,,,
ACIAD_RS04890,ACIAD1061,mtgA,1056689,1057363,+,Monofunctional biosynthetic peptidoglycan transglycosylase (EC 2.4.2.-); Multimodular transpeptidase-transglycosylase (EC 3.4.-.-) (EC 2.4.1.129),Type IV pilus,"Protein and nucleoprotein secretion system, Type IV",Membrane Transport,Membrane Transport
ACIAD_RS04895,ACIAD1062,ppk1,1057485,1059560,+,Polyphosphate kinase (EC 2.7.4.1),High affinity phosphate transporter and control of PHO regulon,,Phosphate Metabolism,Metabolism
ACIAD_RS04900,ACIAD1063,,1059641,1060546,-,Hydrogen peroxide-inducible genes activator,,,,
ACIAD_RS04905,ACIAD1064,,1060560,1061453,-,"Hydrolase, alpha/beta fold family",,,,
ACIAD_RS04910,ACIAD1065,,1061554,1062735,-,Rubredoxin-NAD(+) reductase (EC 1.18.1.1),,,,
ACIAD_RS04915,ACIAD1066,,1062820,1062984,-,Rubredoxin,,,,
ACIAD_RS04920,ACIAD1068,,1063365,1063880,-,Esterase,,,,
ACIAD_RS04925,ACIAD1069,lysS,1064137,1065666,+,Lysyl-tRNA synthetase (class II) (EC 6.1.1.6),"tRNA aminoacylation, Lys",Aminoacyl-tRNA-synthetases,Protein Synthesis,Protein Processing
ACIAD_RS04930,ACIAD1070,,1065722,1066408,-,Superoxide dismutase [Mn] (EC 1.15.1.1); Superoxide dismutase,Protection from Reactive Oxygen Species; Regulation of Oxidative Stress Response,Stress Response; Stress Response,"Stress Response, Defense and Virulence; Stress Response, Defense and Virulence","Stress Response, Defense, Virulence; Stress Response, Defense, Virulence"
ACIAD_RS04935,ACIAD1071,,1066587,1067984,-,Cobyric acid synthase (EC 6.3.5.10),"Cobalamin synthesis; Cobalamin synthesis from Cob(II)yrinate a,c diamide",Tetrapyrroles; Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism
ACIAD_RS04940,ACIAD1072,cysD,1068325,1069233,+,Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4),Cysteine synthesis; Sulfur metabolism related cluster,"Lysine, threonine, methionine, and cysteine; ",Amino Acids and Derivatives; Sulfur Metabolism,Metabolism; Metabolism
ACIAD_RS04945,ACIAD1073,cysN,1069286,1070899,+,,,,,
ACIAD_RS04950,ACIAD1074,,1070961,1072301,-,Citrate/H+ symporter of CitMHS family,"Citrate uptake cluster; Malate, citrate transporters; Citrate Metabolism 2",Uni- Sym- and Antiporters; Uni- Sym- and Antiporters; Central Metabolism,Membrane Transport; Membrane Transport; Energy and Precursor Metabolites Generation,Membrane Transport; Membrane Transport; Energy
ACIAD_RS04955,ACIAD1075,,1072870,1073373,+,hypothetical protein,,,,
ACIAD_RS16905,,,1073749,1074486,+,,,,,
ACIAD_RS16745,,,1074499,1074626,+,,,,,
ACIAD_RS04965,ACIAD1078,,1074622,1076283,+,,,,,
ACIAD_RS04970,ACIAD1080,,1076289,1076612,+,hypothetical protein,,,,
ACIAD_RS04975,ACIAD1081,,1076846,1078168,-,UPF0053 inner membrane protein YtfL,,,,
ACIAD_RS04980,ACIAD1082,,1078291,1079280,-,TRANSCRIPTIONAL REGULATOR (LYSR FAMILY),,,,
ACIAD_RS04985,ACIAD1084,,1079896,1081497,+,Isocitrate lyase (EC 4.1.3.1),Glyoxylate bypass,Central Metabolism,Energy and Precursor Metabolites Generation,Energy
ACIAD_RS04990,ACIAD1085,,1081561,1082037,-,Lipoprotein,,,,
